topic_id,cluster_id,ICS_Name,ICS_Link,ICS_Description
1,6,Advancing electronic monitoring: changing tagging laws and practices,https://results2021.ref.ac.uk/impact/e1d084e9-d73e-49bb-8182-8e456efc92ae?page=1,"This research into effective use of electronic monitoring (EM) underpinned the Management of Offenders (Scotland) Act 2019 resulting in the introduction of new EM technologies (e.g., GPS tags); EM added as an option in Community Payback Orders (alternative to prison); EM added as an alternative to bail (alternative to custody); and updated practice guidance."
1,6,Designing out Crime: Improving police and planning policy and practice to reduce crime and create safer communities,https://results2021.ref.ac.uk/impact/44147e1c-7aa2-459c-a065-2c9f0f15852e?page=1,"Crime Prevention through Environmental Design (CPTED) creates housing developments that are less vulnerable to crime, with housing built to Secured by Design (SBD) standards that experience 55% less burglary. This changed government planning guidance and building regulations in the UK and the United Arab Emirates and increased the number of secure homes (44% of new homes built between 2013 and 2017 were SBD), which reduced crime and increased feelings of safety."
1,6,"Driving evidence-based change in ‘Citizens in Policing’ strategy, leadership and innovation",https://results2021.ref.ac.uk/impact/f93cd083-e0bc-4668-818c-e1b87b532db7?page=1,"The largest-scale research programme undertaken in the field of citizens in policing helped develop evidence-based strategy and practice for a police volunteering programme, thereby shaping the national strategy across more than 38,000 volunteers in Special Constabularies, Police Support Volunteers, Volunteer Police Cadets and the Mini Police."
1,6,Evidence-based interventions to improve prisoner behaviour and reduce recidivism,https://results2021.ref.ac.uk/impact/1374661e-c908-4e54-baec-c6050dbbaee7?page=1,"Evidence-based interventions in the prison service have shown that behaviour monitoring can predict risk of reoffending after release and that digital technology terminals (for prisoners to request visits, access health care, order food, etc.) bring significant behavioural benefits and enhance rehabilitation within prisons. Enhanced Behaviour Monitoring was made mandatory in all pre-release prisons and funding of £7,000,000 for the introduction of digital kiosks in UK prisons was announced."
1,6,EvoFIT Facial Composites: Helping police identify serious criminal suspects,https://results2021.ref.ac.uk/impact/d1953685-9f19-4629-a2e4-657dfed6fd48?page=1,"A new system of software and procedures helps police identify suspects of serious crimes, such as rape and assault, with identification rates of around 60 to 70% compared to 5% for traditional systems. During the REF period, it has been used by 26 police forces in 11 countries for over 2,500 investigations, assisting in the identification and arrest of an estimated 1,500 serious offenders."
1,6,Improving Police Ethics Training and Practice: virtues and ethical risk in policing,https://results2021.ref.ac.uk/impact/81c171af-4d15-4c04-9856-5c39558bf1a4?page=1,"This research on effective ethics training has influenced policies, practices, and training affecting at least 13,000 police officers and staff – and, by extension, the communities they serve. Police ethics training now incorporates the virtues of policing and the ethical risks of cognitive biases in a more central role."
1,6,"Domestic Violence Perpetrator Programmes – Broadening understandings, influencing public policies, and changing practice",https://results2021.ref.ac.uk/impact/eefef9bf-c15f-4ed8-8f21-ae89231a8a13?page=1,"This research changed how Domestic Violence Perpetrator Programmes (DVPPs) are understood, designed, and implemented across the world -- particularly in the UK, USA, and Australia. In the UK, this contributed to perpetrator sections of the UK Government's ‘Ending Violence Against Women and Girls Strategy’ and to an increased focus on perpetrators in the Domestic Abuse Bill, effecting changes to DVPP programme delivery."
2,4,Accelerating the Multi-Unit Leader and Service Chain Growth,https://results2021.ref.ac.uk/impact/52a42e12-dd1f-4728-9539-81c9acbb057f?page=1,"Research-based materials used to train over 800 multi-site managers across 22 big organisations to enhance their practice, progression and performance. 94 percent of managers agreed that the programme improved their performance."
2,4,Collaborative construction contracts: A new way to deliver improved value,https://results2021.ref.ac.uk/impact/ca88856b-afbc-4700-9bb5-c37f59464c8d?page=1,"To reduce legal disputes and improve value for money during construction projects, law scholars developed the Framework Alliance Contract (FAC-1). FAC-1 was rapidly adopted by the construction industry and its clients. It (i) improves integration of consultants, contractors and subcontractors; (ii) ensures timely sharing of and agreement to accurate designs, costs, programmes and risk information; and (iii) embeds knowledge gained from one project to the next. Procurements of social housing, schools, highways and public buildings with an estimated total value of GBP 45,000,000,000 have been completed under the new framework."
2,4,Connecting deprived regions in North West Europe through innovative tram projects,https://results2021.ref.ac.uk/impact/89f18a03-81f6-4b5a-ac63-179b73abed7e?page=1,"Research on the use of tramways for urban regeneration and accompanying shifts in travel behaviours underpinned EUR 22,300,000 in strategic investments in public transport across North West Europe. The popular, extended Blackpool tramway along the Fylde Coast is among the newly supported projects."
2,4,Delay Cost Management in European Aviation,https://results2021.ref.ac.uk/impact/dc58b8cb-051b-44a7-8d33-bdb325827149?page=1,"Design, computation, and maintainance of the aviation industry’s standard delay cost values. These values are used across Europe to inform air travel management and optimization, business decisions, and airport planning."
2,4,Embedding user-centred design into the development of innovative medical devices,https://results2021.ref.ac.uk/impact/219e8f2a-1c2c-4418-b461-219cac89cdb2?page=1,Researchers in art and design helped a leading surgical robot company with the product design and development for a new radio-guided laparoscopic surgery device used in cancer patient’s treatment. 
2,4,"Improved Software and Service Systems that Deliver Sales, Efficiency, and Access Opportunities in the European Manufacturing Industry",https://results2021.ref.ac.uk/impact/ff12d026-76ee-49cf-97fd-7fc8ced735c1?page=1,"Developed software systems that enable collaboration among companies on complex manufacturing activities. Software modules and service systems that enabled manufacturing companies to collaborate more effectively in the supply chain for European aerospace created savings of EUR 10,000,000 per annum in operating costs, a 30% increase in speed of procurement and a 10% increase of throughput for a major European aerospace company."
2,4,Let’s Do Business Group (LDBG) – Local SME Financing,https://results2021.ref.ac.uk/impact/725f1bcb-5484-48b0-b335-34e6c37c9626?page=1,"Connected 465 small and medium enterprises (SMEs) in deprived areas with GBP 1,500,000 in funding, advice, and training support."
2,4,Nurturing and Scaling Startup Businesses,https://results2021.ref.ac.uk/impact/cff4e0e8-deb9-4bc1-ba9f-b2f262352fe5?page=1,"Making startups and scale-ups grow: research on effective business models and the entrepreneurial life cycle supported programming for 253 startup companies. These startups have created hundreds of jobs and raised GBP 230,600,000 in grant and venture capital funding. On average, these enterprises achieved 28 percent sales growth the year after programming, with 89 percent implementing the growth plans developed during the programme."
3,1,Student Pulse: taking classical music to a younger audience,https://results2021.ref.ac.uk/impact/70431794-5a0a-4c4b-87d6-1f2d7f8f89da?page=1,"Development of an app to introduce younger audiences to classical music. App is now used by 9 of the UK’s leading symphony orchestras and has resulted in 11,000 ticket sales."
3,1,Removing barriers to musical participation in schools – a social justice issue,https://results2021.ref.ac.uk/impact/70431794-5a0a-4c4b-87d6-1f2d7f8f89da?page=1,"Research contributed to the reform of music curricula in schools, including the introduction of modern genres such as grime and hip-hop. Research also influenced the government’s decision to continue funding Whole Class Ensemble Tuition (WCET). In 2018/19, government provided £75 million for Music Education Hubs that help fund music lessons for 700,000 children, many of whom would not otherwise have had access to music teaching and learning."
3,1,Project Cars: impact in the games industry from practice-based research in soundtrack and audio design,https://results2021.ref.ac.uk/impact/6d56623c-857b-4de7-b10c-6fdd9b89ff1d?page=1,"Creative research practice in composition, audio direction, and sound design contributed to the development of 3 globally-distributed, commercially succesful racing simulation games that reached over 5,000,000 gamers."
3,1,"Museum Listening: Creating New Collection, Exhibition, and Audience Engagement Practices for Sound Technologies at the National Science and Media Museum",https://results2021.ref.ac.uk/impact/6d56623c-857b-4de7-b10c-6fdd9b89ff1d?page=1,Research on sound history and museum listening inspired the National Science and Media Museum’s relaunch in 2017 as the first UK museum dedicated to sound technologies with a mission to explore ‘the transformative impact of image and sound technologies on our lives’.
3,1,Curating new expressions of Mali’s musical heritage: Trio De Kali and the Kronos Quartet,https://results2021.ref.ac.uk/impact/cedc3535-1647-40a9-863a-6596aaa6ac5c?page=1,"Research on music of West Africa led to the formation of an ensemble of Malian musicians to revive a now rarely performed, pre-colonial style. The ensemble has toured widely in the USA, Europe, Australia and New Zealand and collaborated with the Kronos Quartet, a US-based string quartet, generating 17,000 album sales, 3,000,000 streams, 25,000 views on YouTube, and reached nearly 5,000 people through concerts."
3,1,"Digital Delius: enhancing musical understanding by creating new resources for performance, education, and interpretation",https://results2021.ref.ac.uk/impact/20b05631-e7be-402b-9f19-a90d81fa2141?page=1,"Researchers developed new interpretations of Frederick Delius' work, which led to a British Library digital exhibition that made these sources freely available alongside expert commentary and innovative multimedia resources. The project also led to the world premiere recordings of hitherto unknown Delius works."
3,1,Electroacoustic Music: Enhancing ‘Sonic Creativity’ in Schools and Communities Across the World Through eLearning and Specialist Software,https://results2021.ref.ac.uk/impact/77906490-dc93-4c81-b245-999bf9ded8df?page=1,"ELearning site, EARS 2, and creative software, Compose with Sounds (CwS) are used for the adoption of sound-based music education in classrooms. Since late October 2013, over 4,000 people (teachers and students) around the world have attended hundreds of workshops, classroom sessions and other events. By late 2020, there were 20,000 monthly EARS 2 online visitors. Educational materials are now available in 10 languages, enabling government ministries, educators and cultural organisations in 5 countries to promote adoption of the new tools."
3,1,Bass Culture: Advancing understanding and recognition of Black British Music,https://results2021.ref.ac.uk/impact/81371232-3dbd-4fbe-aa7e-fece225b220c?page=1,"This research was the first detailed retrospective of Black British music. State of Play: Grime Report played a significant role in the repeal of Form 696 by the London Metropolitan Police, which had been disproportionately used against Black music genres, specifically grime, rendering Form 696 an instantiation of racial discrimination. The Bass Culture 70/50 exhibition was attended by 3,400 people in four weeks and drew attention to the heritage of Black British music and the influence of other cultures it drew upon, such as Jamaica. The research collected through the Bass Culture project has filled gaps in knowledge identified in national and local archives and has impacted the curatorial strategies at the Museum of London to integrate marginalised cultural movements and communities."
4,7,Preventing and mitigating child poverty and inequality,https://results2021.ref.ac.uk/impact/234c85ca-0a0e-4ae1-b1ad-b95258de628d?page=1,"This research on child poverty led to changes in legislation and local authority policies in Scotland. As a direct result, approximately 120,000 children who are living in poverty across Scotland now have access to a £100 annual school clothing grant. In several local authorities, they also have access to free meals through breakfast clubs and during school holidays."
4,7,Designing and implementing scalable early childhood development interventions for low and middle-income countries,https://results2021.ref.ac.uk/impact/0c48e645-7de4-4b3c-8228-4349b6280d74?page=1,"This research on Early Childhood Development interventions in low- and middle-income countries provided a scalable programme that has been implemented by governments in Latin America (Colombia, Peru, Ecuador) and the largest education NGO in India to improve development and cognition for an estimated 100,000+ children between 2014-2021. The Inter-American Development Bank and the World Health Organisation have endorsed the model in published guidance."
4,7,Changing Employment Policy and Practice in Adult Social Care in England and Wales.,https://results2021.ref.ac.uk/impact/40041629-e3fb-49fc-9208-0c3be77201aa?page=1,"The Welsh Government used this research showing the relationship between employment conditions for adult social care (ASC) workers and the quality of domiciliary care to change employment regulations and introduce legislation that curbs zero-hour contracts and ensures that travel and care times are clearly identified. This change has affected the employment conditions of 19,500 workers and the care provided to 23,000 people."
4,7,Transforming Early Education Policy and Practice,https://results2021.ref.ac.uk/impact/b828ea5f-0089-4913-8e57-f6a05be7cffa?page=1,"Two major longitudinal studies demonstrated the long-term benefits of early education and identified effective pedagogy. This underpinned UK government initiatives such as the provision of free early childhood education to millions of 2-4 year olds, encouraging and supporting home learning, and professional development interventions based on quality scales developed by the researchers."
5,10,Pioneering computer models have transformed global flood risk management,https://results2021.ref.ac.uk/impact/f4a1c209-e0c3-4a26-b6bf-8d690bd20827?page=1,"Researcher-led startup created the first high-resolution simulations of continental and global flood dynamics and risks. These simulations have been adopted by >1600 non-governmental organisations, multinational companies, governments, (re)insurers, specialist risk modelling firms, and non-commercial users for better global risk management."
5,10,Changing policy and practice for promoting flood resilience of homes and businesses,https://results2021.ref.ac.uk/impact/9e933074-3756-4539-a9df-07204441dd75?page=1,"This research on making households adopt Property-level Flood Resilience (PFR) measures led to a scheme drawing on local knowledge that helped 60,000 property-owners improve their flood resilience. The research also helped convince a major UK insurer to fund PFR for its customers."
5,10,Adapting terrestrial property management law to protect the marine environment,https://results2021.ref.ac.uk/impact/0a9f686a-5911-409d-b279-68fb4fd9b984?page=1,"This research on using terrestrial property law to better manage maritime resources influenced the UK government's post-Brexit maritime regulations, a ban on electric pulse trawling throughout Europe, and the establishment of new Marine Protected Areas around Ascension Island and in Scotland."
6,9,Designing and implementing a digital platform to reduce A&E peak time demand across the South West through the provision of real time information to empower patient decision-making,https://results2021.ref.ac.uk/impact/5b7e4de5-9ccf-452e-8231-34ee3c4a7269?page=1,"NHSquicker app enabled patients to choose the appropriate type of treatment facility for their condition, given real-time data on A&E/MIU wait times. The app was made available to 1.7 million patients since 2017, with 40,000 patients using it. It has lead to enhanced patient experience of acute care services by improving access to and use of NHS services and reducing A&E pressures during peak periods. Two early adopters of the app, TSDFT and North Devon Healthcare Trust, reported that between 2017-Feb 2019 there was a reduction in A&E attendances and an increase in MIU attendances compared to the previous year. Future work focused on scaling up the app from a regional to a national service, and to use the data collected by NHSquicker to improve the performances of services like Pathway (used by the NHS to triage 111 calls). "
6,9,"Healthy Universities: A Whole System Approach to Improving Health, Wellbeing and Sustainability in Higher Education",https://results2021.ref.ac.uk/impact/d4a85d5e-9c7e-4bea-9447-ee384d15891a?page=1,"Using the ‘healthy settings’ approach, involving a holistic and multi-disciplinary method that integrates action across risk factors, the researchers created a Healthy Universities Model trialled by University of Central Lancaster. The healthy universities model has since been adopted by 86 UK HEIs, informed the publication of a Charter for Health Promoting Universities, and the establishment of an International Steering Group chaired by Dooris (an ICS researcher). The International Steering Group has overseen the adoption of the Healthy Universities Model by over 400 universities across 35 countries. This research has also influenced implementations of similar health support models. For example, the University of Sydney introduced Self-Review Tool that facilitated identification of priority areas for action by its 70,000 students and 7,500 staff, and the University of British Columbia pioneered Canadian Action for Healthy Universities, a model informed by this research to prioritise ‘health in all policies’."
7,3,Changing practice in the early years of primary schooling: Teaching and Learning Playfully,https://results2021.ref.ac.uk/impact/52deafc8-f552-4dcf-93e2-e6ae92f77fbe?page=1,"A 20 year research program on the synergies between teaching, learning, and playing led to educational reform for all 4-6-year-old children in Northern Ireland (NI), affecting 720,000 children since 2015."
7,3,Reforming Initial Teacher Education in Wales,https://results2021.ref.ac.uk/impact/095c1a64-3973-4318-89de-248385634342?page=1,"Research into the effectiveness of teacher training has led to reforms in the training of Welsh teachers, including a changed accreditation procedure, a revised inspection framework, and extensive investment in educational capacity. All teacher trainees in Wales at the time, about 2,700, and their subsequent students were affected by this."
7,3,An Early Start to Foreign Language Learning and Literacy,https://results2021.ref.ac.uk/impact/a65b3302-2441-414a-bb7b-cb2309a96cef?page=1,"Early foreign language (FL) learning in schools is a global education phenomenon but many countries report problems with learner progression and motivation. These problems are due in part to curricula uninformed by empirical evidence, a lack of age-appropriate resources, and a lack of teacher expertise and pedagogic confidence. FL learning research undertaken at the University of Southampton by Professor Ros Mitchell and Dr Alison Porter has: (A) Informed policy and addressed national implementation challenges. Mitchell’s research informed the rationale and attainment targets of the new FL requirement in the Primary National Curriculum in England, introduced in September 2014. Porter and Mitchell have since engaged with education stakeholders to ensure its sustainability and effective implementation. (B) Improved classroom practice and school provision: Since 2017, Porter and Mitchell have worked with teachers locally, nationally and globally, successfully encouraging research-informed primary FL pedagogy in participant schools. (C) Co-created original FL resources: The teacher-researcher partnerships have led to the co-construction of innovative FL literacy resources inspired by Porter’s research findings."
7,3,Transforming professional teacher development in India ,https://results2021.ref.ac.uk/impact/3fa550fd-f04e-4b1c-8d0a-540299a7bab9?page=3,"The TESS-India (Teacher Education through School-based Support in India) project provided a sustainable and scalable approach to pre-and in-service teacher education, emphasising inclusive, participatory, child-centred pedagogy. The program was used in 7 state governments in India and informed the approaches of 6 non-governmental organisations (in India, Ghana, and Uzbekistan). It has impacted the understanding and learning of over one million trainee teachers, teaching, and teacher educators. "
8,10,Improving housing law in Wales and England,https://results2021.ref.ac.uk/impact/ae0cf12d-8706-4937-ae8a-ad11f14ce159?page=1,"This research provided the legal and intellectual underpinning for the regulation of nearly all rented accommodation in Wales, directly impacting the lives of approximately half a million private or social tenant households and their landlords. The research also provided an underpinning evidence base that directly influenced the successful passage of the Homes (Fitness for Human Habitation) Act 2018, which affects over 8 million private and social rented tenancies in England. "
8,10,"Homelessness: Shaping legislation in England and Wales, and informing international policy debates",https://results2021.ref.ac.uk/impact/33822ddb-257d-4f86-a7fa-13479b59f931?page=1,Research on how to reduce homelessness via a focus on prevention resulted in new legislation: the Housing (Wales) Act 2014 and England’s Homelessness Reduction Act (2017).
9,3,Improving conditions for subtitlers and increasing Netflix’s subtitled content coverage,https://results2021.ref.ac.uk/impact/46f8cd5b-ebfd-4165-a002-5005b147eabd?page=1,"Development of the first ever online subtitling test and indexing system, Hermes. Capable of working with 33 languages, Hermes increased Netflix’s language coverage from 16 to 32 languages in a year. A novel accreditation system measuring translation performance – the ‘Hermes number’ has become the de facto standard of accreditation in the industry and led to an increase in demand for subtitles and in subtitlers’ financial remuneration."
9,3,GPC: The authoritative dictionary of the Welsh language,https://results2021.ref.ac.uk/impact/14fccdb8-c6c1-4589-b8b1-fb5d4017a70f?page=1,"The Geiriadur Prifysgol Cymru (GPC) is a historical dictionary similar to the Oxford English Dictionary. It plays a key role in standardising and promoting access to the Welsh language, receiving funding from the Welsh Government in 2016 as part of its Cymraeg 2050 project to increase the number of Welsh speakers to a million by 2015. The number of entries consulted has risen from 216,418 in 2014 to 3,236,543 in 2020. Mobile app usage increased from 303,239 in 2016 to 1,263,384 in 2020. "
9,3,Language technology for Welsh as a less-resourced language,https://results2021.ref.ac.uk/impact/9a2eb1e8-bbf8-4c3d-a65f-dc68a415ffba?page=1,"This research has influenced policy as part of the Cymraeg 2050 project, fostering daily use of Welsh, providing assistive technology, and supporting the use of Welsh in industry. Cysgliad, a Welsh spelling and grammar checker, the only of its kind, is licenced to 492 public and private authorities, with an additional 5,392 individual licenses. 270,000,000 words were added to the free-use online Cysill Ar-lein corpus between 2015-2020. "
9,3,Informing and improving grammar teaching in English schools and beyond: the free web-based Englicious platform,https://results2021.ref.ac.uk/impact/32e3df8b-f27e-4473-9c68-f18984245ae1?page=1,"Englicious, a free online platform containing a library of original English language teaching resources, enables primary school teachers to teach grammar to the 2014 National Curriculum for England standard. Over 10,000 teachers signed up to Englicious in January 2021 to improve individual ability to teach English grammar in the National Curriculum. Englicious has also had global impact, providing English language resources for over 14,000 users in 227 countries. "
9,40,Transforming the life quality of people with advanced dementia - and their carers - with a HUG™,https://results2021.ref.ac.uk/impact/71ef30e1-413e-4d69-96f6-b0e39b51fa0e?page=2,"This research project exploring the therapeutic value of playful objects led to the production of design guidelines for people with advanced dementia, with guidelines distributed by both Alzheimer’s UK and Care England. It also resulted in the HUG™, an artefact that improves the quality of life of people affected by advanced dementia. A six-month trial found it improved wellbeing for 87% of participants. As a result, HUG™ is now prescribed by the NHS. Its success has earned it significant media attention and the UK Tech4Good Winner of Winners’ award 2020. "
10,2,"Transforming the way art and heritage institutions document, preserve and exhibit audiences' engagement with their collections",https://results2021.ref.ac.uk/impact/19e656e1-565a-479c-94c3-051df8ea15eb?page=1,"Research into audience engagement influenced exhibitions at museums such as The Tate, and also led researchers to develop community initiatives. Among these initiatives is the first volunteer-run sporting heritage museum in Exeter, giving Exeter City Fans a space to commemorate their club’s history."
11,2,Beyond Fact or Fiction: enhancing documentary discussions,https://results2021.ref.ac.uk/impact/1d2fb355-654c-48de-9d91-a26ca98c2210?page=1,"Collaboration between researchers and the Edinburgh International Film Festival (EIFF) enriched the cultural conversation about documentary film and media. A public discussion (a ‘DocSalon’) on the subject of documentary in the age of fake news was held at the EIFF in 2017. This allowed public exchange between the audience and documentary professionals, including festival programmers, filmmakers, and commissioning editors. The EIFF adopted the DocSalon as a permanent annual feature. It has now taken place three times as of 2020 and sold out immediately. The DocSalon has been adopted by other film festivals, such as the Documentary International Human Rights Festival (Glasgow). The research highlighting the links between artists’ film practice and documentary production has inspired the creation of documentary art installations produced in Vietnam and exhibited in Scotland, Hong Kong, Switzerland, and The Netherlands. "
12,2,Caravaggio: generating cultural value through art historical research ,https://results2021.ref.ac.uk/impact/01544933-e386-4288-ae39-c6fc02b853c9?page=1,"The correct attribution of important, often newly discovered historical artworks by art history scholars, including paintings by Caravaggio, Da Vinci and Parmigianino, had considerable economic impact on the art market. Caravaggio’s Judith Beheading Holofernes achieved a market sale of around £100-150 million. The Parmigianino was estimated to be worth £245 million and subsequently purchased by the Getty Museum. "
12,2,New ways of seeing: revealing the materiality of artistic practice in Medieval and Renaissance Europe,https://results2021.ref.ac.uk/impact/416ca9dc-11a1-4df7-bd5c-d0f4111a1acd?page=1,"Researchers helped conceive and inform many important exhibits, such as the COLOUR exhibit (133,656 visitors) on medieval miniature paintings at the Fitzwilliam Museum and the Raphael exhibit (67,628 visitors) at the Ashmolean Museum. New forms of audience engagement were pioneered, with 58% of Raphael visitors drawing themselves during their visit, and 3,800 primary school pupils getting to engage with how monks used to illuminate paintings in COLOUR-inspired school drawing lessons."
