Key,Value
3fc46187-d61b-4415-aed8-57e1d0a8eba0,"Drawing in Venice: Titian to Canaletto ,Venice and Drawing: Theory, Practice and Collecting 1500-1800 ,Eloquence in Raphael Drawings ,Raphael: The Drawings ,Raphael and the Eloquence of Drawing"
2aefe25b-98c5-4366-bee5-64d9f559eac5,"Titles,Moving towards low-carbon buildings and cities: experiences from Oxford, UK,Preventing the overheating of English suburban homes in a warming climate,A quiet revolution: mapping energy use in low carbon communities,Exploring innovative community and household energy feedback approaches,Targeting and modelling urban energy retrofits using a city-scale energy mapping approach,Domestic energy mapping to enable area-based whole house retrofits"
b7b0eb55-4c09-4894-8825-f0247bd32f80,"Titles: ,Clinical Pathways for Patients with Newly Diagnosed Hepatitis C - What Actually Happens,Cohort Profile: The Hepatitis C Virus (HCV) Research UK Clinical Database and Biobank,Impact of Direct Acting Antiviral Therapy in Patients with Chronic Hepatitis C and Decompensated Cirrhosis,Amino Acid Substitutions in Genotype 3a Hepatitis C Virus Polymerase Protein Affect Responses to Sofosbuvir,Using Surveillance Data to Determine Treatment Rates and Outcomes for Patients with Chronic Hepatitis C Virus Infection,Cost-effectiveness of the HepCATT Intervention in Specialist Drug Clinics to Improve Case-finding and Engagement with HCV Treatment with People Who Inject Drugs in England"
5d564082-2d5d-41b5-a169-7f11c137fbaa,"Characterisation of Brachycephalic Obstructive Airway Syndrome in French Bulldogs Using Whole-Body Barometric Plethysmography,Whole-Body Barometric Plethysmography Characterizes Upper Airway Obstruction in 3 Brachycephalic Breeds of Dogs,Outcomes and prognostic factors of surgical treatments for brachycephalic obstructive airway syndrome in 3 breeds,Conformational risk factors for brachycephalic obstructive airway syndrome (BOAS) in pugs, French bulldogs, and bulldogs,Validation of exercise testing and laryngeal auscultation for grading brachycephalic obstructive airway syndrome in pugs, French bulldogs, and English bulldogs by using whole-body barometric plethysmography,,Number of Research Entries: 5"
c90a1c87-9575-45fd-a37a-e736c3b739d7,"Titles: ,A Study of Non-Urgent Demand to Identify Opportunities for Demand Reduction ,Failure demand: a concept evaluation in UK primary care ,The challenges of public sector demand and capacity management: an exploratory case study of police services ,An Assessment of Demand and Capacity Analysis at British Transport Police ,A detailed study of non-urgent demand in Gloucestershire Constabulary"
c28c36bd-ad72-4aa3-865f-17432ddae321,"Titles,,Review of housing and sound insulation ,The implications of ISO 717 spectrum adaption terms for residential dwellings ,Airborne sound transmission, ISO 140 and influence of ISO 717-1 spectrum adaptation terms ,Design of separating constructions that are resistant to the transmission of noise ,Uncertainty determination of in-situ airborne sound insulation measurements ,Review and synthesis of ISO 717 airborne sound insulation criteria"
c223df8c-01cb-401f-9a9d-3386ebae96a5,"Improving the Adaptation Process for a new Smart Home User,The User-centred Intelligent Environments Development Process as a Guide to Co-create Smart Technology for People with Special Needs,A Smart Environments Architecture (SEArch),Context-aware Systems Architecture (CaSA),eFRIEND: an ethical framework for intelligent environments development,Using Argumentation to Manage Users' Preferences,Towards empowering people living with dementia in Ambient Assisted Living,,Number of Research Entries: 7"
0eb17497-a615-4f0b-97ad-d7be4543b4d6,".,,Gene content and diversity of the loci encoding biosynthesis of capsular polysaccharides of the 15 serovar reference strains of *Haemophilus parasuis*,Development of a multiplex PCR assay for rapid molecular serotyping of *Haemophilus parasuis*,,Number of Research Entries: 2"
adc80482-fc3c-4952-a37c-f5e9f43d7728,"Organisational communication on the impacts of the Athens 2004 Olympic Games,Evaluation and legacy of the European capitals of culture: event owner and event hosts’ perspectives,Transnational network formation through sports related regional development projects in the Arabian Peninsula,Event venue satisfaction and its impact on sponsorship outcomes,The role of iconic-historic commemorative events in event tourism: Insights from the 20th and 25th anniversaries of the fall of the Berlin Wall,Mega-events brand meaning co-creation: the Olympic case,,Organisational communication on the impacts of the Athens 2004 Olympic Games,Evaluation and legacy of the European capitals of culture: event owner and event hosts’ perspectives,Transnational network formation through sports related regional development projects in the Arabian Peninsula,Event venue satisfaction and its impact on sponsorship outcomes,The role of iconic-historic commemorative events in event tourism: Insights from the 20th and 25th anniversaries of the fall of the Berlin Wall,Mega-events brand meaning co-creation: the Olympic case"
8f802bfb-795a-4c66-9357-7532277fd40d,".,,,Sustainable agriculture and plant disease: an epidemiological perspective,Epidemiological models for invasion and persistence of pathogens,The consequence of tree pests and diseases for ecosystem services,Bayesian inference for an emerging arboreal epidemic in the presence of control,Quantifying airborne dispersal routes of pathogens over continents to safeguard global wheat supply"
f4dc7ac5-25f3-4c05-9dcc-5ef75994ced2,"V2.0,Man Made Object,A Humdrum Star,Untitled"
f84c8965-1e54-40fd-9b3c-7e68a9aebaec,"Titles: ,Digital agenda setting: re-examining the role of platform monopolies,21st Century Fox / Sky merger inquiry: Submission to the Competition and Markets Authority on plurality,Consolidating Control: The Fox/Sky merger and news plurality in the UK,Media Ownership and Agenda Control: The hidden limits of the information age,The mission of media in an age of monopoly,Power beyond Scrutiny: Media, justice and accountability"
84a4ad06-92ef-4178-8b53-fd9d3ada750a,"Titles: ,Shohel, M.M.C. and Banks, F. - School-based teachers’ professional development through technology-enhanced learning in Bangladesh ,Shrestha, P. - Teacher professional development using mobile technologies in a large-scale project: Lessons learned from Bangladesh ,Walsh, C.S., Power, T., Khatoon, M., Biswas, S.K., Paul, A.K., Sarkar, B.C., and Griffiths, M. - The ‘trainer in your pocket’: Mobile phones within a teacher continuing professional development program in Bangladesh ,Shrestha, P.N. - English language classroom practices: Bangladeshi primary school children’s perceptions ,Power, T., Shaheen, R., Solly, M., Woodward, C., and Burton, S. - English in action: school based teacher development in Bangladesh ,,Count: 5 ,Shohel, M.M.C. and Banks, F. - School-based teachers’ professional development through technology-enhanced learning in Bangladesh ,Shrestha, P. - Teacher professional development using mobile technologies in a large-scale project: Lessons learned from Bangladesh ,Walsh, C.S., Power, T., Khatoon, M., Biswas, S.K., Paul, A.K., Sarkar, B.C., and Griffiths, M. - The ‘trainer in your pocket’: Mobile phones within a teacher continuing professional development program in Bangladesh ,Shrestha, P.N. - English language classroom practices: Bangladeshi primary school children’s perceptions ,Power, T., Shaheen, R., Solly, M., Woodward, C., and Burton, S. - English in action: school based teacher development in Bangladesh ,,Count: 5,Shohel, M.M.C. and Banks, F. - School-based teachers’ professional development through technology-enhanced learning in Bangladesh,Shrestha, P. - Teacher professional development using mobile technologies in a large-scale project: Lessons learned from Bangladesh ,Walsh, C.S., Power, T., Khatoon, M., Biswas, S.K., Paul, A.K., Sarkar, B.C., and Griffiths, M. - The ‘trainer in your pocket’: Mobile phones within a teacher continuing professional development program in Bangladesh,Shrestha, P.N. - English language classroom practices: Bangladeshi primary school children’s perceptions,Power, T., Shaheen, R., Solly, M., Woodward, C., and Burton, S. - English in action: school based teacher development in Bangladesh,,Count: 5 ,Shohel, M.M.C. and Banks, F. - School-based teachers’ professional development through technology-enhanced learning in Bangladesh ,Shrestha, P. - Teacher professional development using mobile technologies in a large-scale project: Lessons learned from Bangladesh ,Walsh, C.S., Power, T., Khatoon, M., Biswas, S.K., Paul, A.K., Sarkar, B.C., and Griffiths, M. - The ‘trainer in your pocket’: Mobile phones within a teacher continuing professional development program in Bangladesh ,Shrestha, P.N. - English language classroom practices: Bangladeshi primary school children’s perceptions ,Power, T., Shaheen, R., Solly, M., Woodward, C., and Burton, S. - English in action: school based teacher development in Bangladesh ,,Count: 5"
3c54584b-5c70-4b2d-a90a-4cd28bac0e4d,"Number of research entries: 2,,*Vehicles*,*My Mother Told Me Not To Stare*"
d292cf2d-0773-4452-8515-5b0e0752bdb4,"Toward an Ethnoecology of Place and Displacement ,Public space, collective memory and intercultural dialogue in a (UK) city of culture ,On Becoming Indigenous: Building, Dwelling and Thinking Future Heritages of a Nordic Scotland ,(Re-)Building Heritage: Integrating Tangible and Intangible ,Travelling for Umrah: Destination attributes, destination image, and post-travel intentions ,The construction of belonging and Otherness in heritage events"
baf6d3df-a6c7-4c8c-b958-82768271d1d0,"Titles: ,Inositol hexakisphosphate mobilizes and endomembrane store of calcium in guard cells,A bacterial homolog of a eukaryotic inositol phosphate signalling enzyme mediates cross-kingdom dialog in the mammalian gut,Manipulation of plasma myo-inositol in broiler chickens: effect on growth performance, dietary energy, nutrient availability, and hepatic function ,Effect of phytase on intestinal phytate breakdown, plasma inositol concentrations and glucose transporter type 4 abundance in muscle membranes of weanling pigs,Quantum blue reduces the severity of Woody Breast myopathy via modulation of oxygen homeostasis-related genes in broiler chickens,Snapshots during the catalytic cycle of a histidine acid phytase reveal an induced fit structural mechanism,,Count: 6,Titles: ,Inositol hexakisphosphate mobilizes and endomembrane store of calcium in guard cells,A bacterial homolog of a eukaryotic inositol phosphate signalling enzyme mediates cross-kingdom dialog in the mammalian gut,Manipulation of plasma myo-inositol in broiler chickens: effect on growth performance, dietary energy, nutrient availability, and hepatic function ,Effect of phytase on intestinal phytate breakdown, plasma inositol concentrations and glucose transporter type 4 abundance in muscle membranes of weanling pigs,Quantum blue reduces the severity of Woody Breast myopathy via modulation of oxygen homeostasis-related genes in broiler chickens,Snapshots during the catalytic cycle of a histidine acid phytase reveal an induced fit structural mechanism ,,Titles: ,Inositol hexakisphosphate mobilizes and endomembrane store of calcium in guard cells,A bacterial homolog of a eukaryotic inositol phosphate signalling enzyme mediates cross-kingdom dialog in the mammalian gut,Manipulation of plasma myo-inositol in broiler chickens: effect on growth performance, dietary energy, nutrient availability, and hepatic function ,Effect of phytase on intestinal phytate breakdown, plasma inositol concentrations and glucose transporter type 4 abundance in muscle membranes of weanling pigs,Quantum blue reduces the severity of Woody Breast myopathy via modulation of oxygen homeostasis-related genes in broiler chickens,Snapshots during the catalytic cycle of a histidine acid phytase reveal an induced fit structural mechanism ,,Count: 6"
13822b1e-9ea7-426c-8d72-a8f061d7924a,"Titles,,Twitter, incivility and “everyday” gendered othering: An Analysis of Tweets sent to UK Members of Parliament,Because even the placement of a comma might be important’: Expertise, filtered embodiment and social capital in online sexual health promotion,I mean, in my opinion, I have it the worst, because I am white. I am male. I am heterosexual’: Questioning the inclusivity of reconfigured hegemonic masculinities, in a student online culture,#Speakout: Calling out online harassment, changing the online campus,#NoSnowflakes: The toleration of harassment and an emergent gender-related digital divide, in a UK student online culture"
9d4284f3-e9e8-4d8b-9f62-df68c52fdb35,"Titles,,Studies in Travel Writing ,Hidden Texts, Hidden Nation: (Re)Discoveries of Wales in French and German Travel Writing since 1750 ,Travel Writing and Wales ,Locating Pays de Galles in the Twenty-First Century: Dynamic Model or Forgotten World? ,Translated Guidebooks"
a55bb562-0696-4665-8480-0ebd649f926d,"Titles,,The Official History of the Joint Intelligence Committee: Volume I: From the Approach of the Second World War to the Suez Crisis ,Spying on the World: The Joint Intelligence Committee and Events which Shaped History, 1936–2013,Writing the Official History of the Joint Intelligence Committee,Teaching about intelligence,What analysts need to understand: the King’s Intelligence Studies Programme,Impactful scholarship in intelligence: a public policy challenge"
54b2816b-2569-40de-890b-d097f6f038c6,"Soundwalking: Aural Excursions into the Everyday,The Case for Auraldiversity in Acoustic Regulations and Practice: The Hand Dryer Noise Story,Field-Recording Centered Composition Practices: Negotiating the “Out-there” with the “In-here”,Hearing in Particular: From Auraltypical to Auraldiverse Practice,Listening as Methodological Tool: Sounding Soundwalking Methods"
c2ac4193-ff3d-4bde-9641-12309a896394,"The institutionalisation of the European Internal Cross-Border Co-operation Policy: A first appraisal,The pivotal position of the Irish border in the UK's withdrawal from the European Union,The Irish Border as a European Union Frontier: The Implications for Managing Mobility and Conflict,Bordering on Brexit: Views from local communities in the central border region of Ireland/Northern Ireland,Brexit at the Border: Voices from local communities in the central border region of Ireland/Northern Ireland,The Border Into Brexit: Perspectives from Local Communities in the central border region of Ireland/Northern Ireland,The Business of Building Peace: Private sector cooperation across the Irish border,Anticipating and meeting new multilevel governance challenges in Northern Ireland after Brexit"
de7b5750-1615-4cd7-bd7a-6fbc7b22d3c2,"Building Trust and Shared Knowledge in Communities of e-Learning Practice: Collaborative Leadership in the JISC eLISA & CAMEL Lifelong Learning Projects,The eLIDA CAMEL Nomadic Model of Collaborative Partnership for a Community of Practice in Design for Learning,Capturing Teachers’ Experience of Learning Design Through Case Studies,Research Report: Second Wave Centre for Youth Arts,Growing the eLIDA CAMEL Community of Practice Case Study,Distributed Leadership & the Visibility/Invisibility Paradox in Online Communities,Leadership in Post-Compulsory Education: Inspiring Leaders of the Future,Groundhog Day Again: Making sense of a complicated mess: HIVE-PED research on FE student and apprentice progression to higher education in England,Developing Critical and Theoretical Approaches to Educational Technology Research and Practice"
640a0ff5-afa1-4a31-9441-b4a37e32cfac,"CMSI Glyndwr repository ,Liggett, S. Corcoran, M. ,Liggett S, Corcoran M ,Harding, C, Liggett, S and Lochrie, M ,Harding, C, Liggett, Susan, Gradinar, Adrian and Lochrie, Mark"
db8090f9-2c4a-45bd-a67c-977353397ed3,"Titles: ,Peeling Onions with Granny: On Being Moved to Collaborate ,Between ,First World War in Biscuits ,War Child: Meditating on an Archive ,The Biscuit Town: Digital Practice, Spatiality and Discoverability in Reading's Heritage Sector ,I, Sheep: A Filmpoem"
feb74fb5-855a-4273-b8ad-5dc79be8b098,"The Murder of Halit Yozgat,Forensis: The Architecture of Public Truth ,Forensic Architecture: Violence at the Threshold of Detectability,77sqm_9:26min, Counter investigating the testimony of Andres Temme in relation to the Murder of Halit Yozgat in Kassel, 6 April 2006,77SQM_9:26min,Counter-Investigations: Forensic Architecture"
8f7825bc-50e4-4313-8ad1-1837d483f903,"Titles ,- Substantial book chapters ,- Peer-reviewed monograph ,- Wales Unchained: Literature, Politics and Identity in the American Century"
34e7e0ef-e939-490f-af01-c05891314892,"Titles,,Enabling people to live well ,We need to talk about purpose ,Was that a success or not a success? ,The more you know, the more you realise it is really challenging to do ,Why health and social care support for people with long-term conditions should be oriented towards enabling them to live well"
dfe521c4-5b2b-4e6c-bd3c-7b1d69d60310,"Titles: ,,The Kodak Ensemble: Fashion, Images and Materiality in 1920s America,Behind the Scenes with Louise Dahl-Wolfe and Toni Frissell: Alternative Views Of Fashion Photography In Mid-Century American,Imagining New Lives: Avedon’s Advertising Legacy,Fashion in Ruins: Photography, Luxury and Dereliction in 1940s London,Luxury, Luxe, Luxus. Redefining fashion for the new millennium,The New Rococo: Sofia Coppola and Fashion in Contemporary Femininity"
b21e6a78-02d9-4230-93f9-a036b4290e22,",Hope Walks by Me; Justice and Liberty in the Lands of the Free - Poetry & Prose by Ex-Offenders ,"" 'O Prison Darkness ... Lions in the Cage'; The 'Exceptional' Prison Narratives of Guantanamo Bay"",Exploring Processes of Desistance by Ethnic Status: The Confluence of Community, Familial and Individual Processes ,Narrating Prison Violence and Masculinity in the Shaun Attwood Trilogy ,Criminal Careers in Transition; the Social Context of Desistance from Crime,The Culture and Politics of Contemporary Street Gang Memoirs ,,Number of research entries: 5"
c39a7c40-ba6b-41bb-85fb-791112ae7f29,"Titles: ,""Human Rights and the Digital: A Radical Research Agenda"",""Human Rights Futures for the Internet"",""Refugees and Digital Gatekeepers of ‘Fortress Europe’"",""Mobilizing for Net Rights: The Charter of Human Rights and Principles for the Internet"",""(Global) Internet Governance and its Civil Discontents"",""Digital Dilemmas: Power, Resistance, and the Internet"""
0a7fdd93-7aa7-422c-a2f8-47091a08127b,"Men Writing Eating Disorders: Autobiographical Writing and Illness Experience in English and German Narratives ,Poetry on Eating Disorders in Men ,Arctic Rolls and Gender Roles: Eating Disorders in Karen Duve’s Narratives ,Writing Food and Food Memories in Turkish-German Fiction ,Challenging Perspectives: Narrative Approaches in Ulrike Almut Sandig’s Flamingos. Geschichten ,Inscribed on the Body. Some Notes on A Story to Tell ,Im Körper eingeschrieben. Anmerkungen zu A Story to Tell"
9ff8da52-9796-4600-8bfc-b1f2f22b00b6,"Titles: ,A Silent Witness? Medieval Urban Landscapes and Unfolding their Mapping Histories,Digital Cartographies and Medieval Geographies,Historical GIS: Technologies, Methodologies and Scholarship,Troubled Geographies: A Spatial History of Religion and Society in Ireland,Commemorative Cartographies, Citizen Cartographers and WW1 Community Engagement,Inclusive Heritage, Conflict Commemoration and the Centenary of World War One in Northern Ireland,,Count: 6"
38cdf896-7e30-480c-a8ea-8ade1f3113e4,"Fossil Poetry: Anglo-Saxon and Linguistic Nativism in Nineteenth-century Poetry ,Digital Mouvance: Once and Future Medieval Poetry Remediated in the Modern World ,From Eald Old to New Old: Translating Old English Poetry into the Twenty-first Century,Medievalism in British poetry ,Strange Likeness: The Use of Old English in Twentieth-century Poetry,Reading Robert Henryson's Orpheus and Eurydice: Sentence and Sensibility"
7b5ab914-b25b-456f-be0e-29c7af68b2a8,"Titles,The Sound of Chemistry: Translating Infrared Wavenumbers into Musical Notes,Raman spectroscopy meets extremophiles on Earth and Mars: studies for successful search of life,Greening STEM: The Big Green Lab Project,Creative Labs: Exploring Creative Knowledge Transfer in schools-based projects with artists,Artists, Art and Artefacts Boundary Crossings, Art and Anthropology,What are the benefits for pupils participating in arts activities?"
524fb451-a8da-4bfe-95d7-176713daf242,",Novel deficit irrigation techniques to more efficiently use applied irrigation water ,Long-distance signals regulating stomatal conductance and leaf growth in tomato (Lycopersicon esculentum) plants subjected to partial rootzone drying,Alternation of wet and dry sides during partial rootzone drying irrigation alters root-to-shoot signalling of ABA,Effect of partial rootzone drying on the concentration of zeatin-type cytokinins in tomato (Lycopersicon esculentum Mill.) xylem sap and leaves.,Rhizosphere manipulations to maximise “crop per drop” during deficit irrigation,Rhizosphere bacteria containing ACC deaminase increase yield of plants grown in drying soil via both local and systemic hormone signalling,Cytokinin producing bacteria stimulate amino acid deposition by wheat roots"
716cf3c5-cd91-4707-add0-8ffcb2bf77e2,"Re-Framing Widening Participation towards the Community: A Realist Evaluation,A Presence in the Community: Developing Innovative Practice through Realist Evaluation of Widening Participation in West Yorkshire,Supporting Underrepresented Communities to Progress to Higher Education across West Yorkshire: A Realist Evaluation Interim Report,Evaluation Plan: Phase 2,Supporting Underrepresented Communities to Progress to Higher Education across West Yorkshire: A Realist Evaluation (End of Phase 1 Report: December 2018 to July 2019)"
95c1638e-3cc5-4efb-9e3c-f1c64862c2e7,".,,Titles: ,,Save As....Digital Memories ,Media and Memory ,Sustainable Flood Memories: Informal Knowledges and the Development of Community Resilience to Future Flood Risk,My Story. Digital Storytelling across Europe for Social Cohesion."
66cf0dd6-b7b5-4c8c-b6d7-46c0d440327b,"Titles,,Dramatising intelligence history on the BBC: the Camp 020 affair ,Return to Neverland? Freedom of information and the history of British intelligence,Interrogation, Intelligence and Security,Ireland v UK: the European Court of Human Rights and international relations, 1971–1978,“Crocodiles in the Corridors”: Security vetting, race and Whitehall, 1945–1968,Security, scandal and the security commission report, 1981"
550cc3bd-3e2e-4f52-8dd2-b82c3fc6ddd2,"Titles: ,Direct observations of a surface eigenmode of the dayside magnetopause ,First results from sonification and exploratory citizen science of magnetospheric ULF waves ,A terrestrial planet candidate in a temperate orbit around Proxima Centauri ,Planetary system around the nearby M dwarf GJ357 including a transiting hot Earth-sized planet optimal for atmospheric characterization ,The calibration system for the photomultiplier array of the SNO+ experiment,,Number of research entries: 5"
4c4ca9f6-4aaa-4a9f-b317-3c6ec89e39e4,"Beyond the Thundercloud,The Class Act Handbook,Crazy Jane,Take the Rubbish Out, Sasha,How Not to Drown"
9ae98944-f9b3-48a9-81bd-778d8716860a,"Titles: ,""L'Humanité du tout perdue?"": Early Modern Monsters, Cannibals and Human Souls ,""Ce n'est point une isle"": Montaigne, insulaire? ,""Je le vois comme un monstre effroyable à mes yeux"" ,De la dispute utopienne à la controverse religieuse: deux querelles signées Thomas More ,The Archipelago Goes Global: Late Glissant and the Early Modern Isolario ,Monsters and their Meanings in Early Modern Culture: 'Mighty Magic'"
8683d219-0009-4ef5-94c6-394800b81094,"Slaveholders in Jamaica: Colonial Society and Culture during the Era of Abolition,White Fury: A Jamaican Slaveholder and the Age of Revolution,""Home"" and ""this country"": Britishness and Creole Identity in the Letters of a Transatlantic Slaveholder,""Devoted islands"" and ""that madman Wilberforce"": British Proslavery Patriotism during the Age of Abolition,Plantations and Homes: The Material Culture of the Early Nineteenth-Century Jamaican Elite,Slaveholders and Revolution: The Jamaican Planter Class, British Imperial Politics, and the Ending of the Slave Trade, 1775–1807"
73dbc3bb-1e89-40d3-bb77-8a51e505297e,"Titles: ,Careful,Medical performance and the 'inaccessible' experience of illness: an exploratory study,Performance and the medical body,Performance, medicine and the human,Digital workpacks ‘Careful encounters’ and ‘Drama out of a crisis’"
b0cc817d-6c01-47db-ac53-ab369de00cb9,"Medical performance and the 'inaccessible' experience of illness: an exploratory study ,Performance and the medical body ,Performance, medicine and the human ,Digital workpacks 'Careful encounters' and 'Drama out of a crisis'"
ca73bba6-6f7a-420e-a802-d4ae6e5ae610,"Feminine Gospels,Rapture,The Bees,Ritual Lighting: Laureate Poems,My Country: A Work in Progress"
eb97036f-d2c9-426f-b47e-a5d7a5540c02,"of a major report.,,Titles: ,- Developing a Foundation for Quality Guidance for arts organisations and artists in Scotland working in participatory settings: a report commissioned by Creative Scotland.,- Towards a shared responsibility for quality in the participatory arts: Key insights into conditions underpinning quality.,- Redefining notions of Quality in UK Participatory Arts: a Dimensional Shift unfolding from Scotland and Portugal *,- A holistic approach for quality in participatory arts: impacts on practice experienced by artists in Scotland, Wales and Portugal"
11ed772d-1c8e-444f-8d78-ef3c8a3f8374,"Titles,,Intelligence Elites & Public Accountability: Relationships of Influence with Civil Society,Digital Advertising (2nd ed.),‘Fake News & the Economy of Emotions: Problems, Causes, Solutions’,Privacy and Philosophy: New Media & Affective Protocol,‘Veillant Panoptic Assemblage’: Mutual Watching and Resistance to Mass Surveillance after Snowden,‘Conceptualising the right to data protection in an era of Big Data’"
76865506-3810-4118-bdff-d032adedee42,"Titles: ,Collecting Tibet: Dreams and Realities,Translating Tibet in the Borderlands: Networks, Dictionaries, and Knowledge Production in Himalayan Hill Stations,Tibetan Materiality versus British ‘Ornamentalism’: Diplomacy, Objects, and Resistance in the Imperial Archive,Object lessons from Tibet and the Himalayas ,Capturing Tibet: Colonialism and the Camera during the Mission to Lhasa"
9457bbdf-5f50-4ab6-940c-ad995983f142,"An electrochemical gene detection assay utilising T7 exonuclease activity on complementary probe-target oligonucleotide sequences,An electrochemical study of enzymatic oligonucleotide digestion,1,1'-[\[SUBSTITUTED ALKYL\]IMINO]BIS\(ALKYLENE\)-BIS-FERROCENES AND THEIR USE IN I ELECTROCHEMICAL ASSAYS BY LABELLING SUBSTRATES OF INTEREST,Novel Ferrocene Labels For Electrochemical Assay and Their Use in Analytical Methods,Labelling compounds and their use in assays,Fine-tuning of ferrocene redox potentials towards multiplex DNA detection"
e684b230-f53d-4bfd-be15-319ba3dfd9b3,",How can the scale and nature of labour market non-compliance in the UK best be assessed? ,The Scale and Nature of Precarious Work in the UK ,Protecting Workers from Exploitation in Neoliberal States: A Social Harm Perspective ,Labour exploitation and work-based harm ,Residualisation in supported housing: an organisational case study ,Are police-led social crime prevention initiatives effective? A process and outcome evaluation of a UK youth intervention ,Community Ownership of Local Assets: conditions for sustainable success."
