Key,Value
feb74fb5-855a-4273-b8ad-5dc79be8b098,
8f7825bc-50e4-4313-8ad1-1837d483f903,https://doi.org/10.16995/wwe.4.4
34e7e0ef-e939-490f-af01-c05891314892,
dfe521c4-5b2b-4e6c-bd3c-7b1d69d60310,"https://doi.org/10.1080/1362704X.2019.1638166,https://doi.org/10.38055/FS010110,https://doi.org/10.1080/1362704X.2016.1254426"
8ec473a5-bbeb-47e1-b782-10ad4a5acbd5,"https://doi.org/10.1332/174426417X15089137281991,https://doi.org/10.1016/j.appet.2017.07.004,https://doi.org/10.1093/bjsw/bct009,https://doi.org/10.1080/13642987.2012.728858,https://doi.org/10.1080/14733285.2010.494863,https://doi.org/10.24908/ss.v7i3/4.4157"
ee235d5c-5bf4-40a5-94da-9591ce9e1d6a,"https://doi.org/10.1111/beer.12020,https://doi.org/10.1002/bse.1740,https://doi.org/10.1080/08985626.2014.888099,https://doi.org/10.1111/jsbm.12072,https://doi.org/10.1177/0007650317750134,https://doi.org/10.1108/IJEBR\-11\-2015\-0263"
d25d0e7c-de58-480b-88dc-80c67992943f,"https://doi.org/10.1016/j.healthplace.2014.08.006,https://doi.org/10.1111/chso.12092,https://doi.org/10.1177%2F0907568214543199,https://doi.org/10.1080/01425692.2017.1343125,https://doi.org/10.1002/psp.2205,https://doi.org/10.17467/ceemr.2020.03"
b21e6a78-02d9-4230-93f9-a036b4290e22,
c39a7c40-ba6b-41bb-85fb-791112ae7f29,
0a7fdd93-7aa7-422c-a2f8-47091a08127b,"https://doi.org/10.1108/978\-1\-83909\-920\-520201009,https://doi.org/10.4324/9780429469060,https://doi.org/10.3828/jrs.2020.14,https://doi.org/10.3726/b14024,https://doi.org/10.1080/00787191.2018.1503473"
3d0a8fd5-8702-45b8-b002-1f4fd4042f38,"https://doi.org/10.1080/00343404.2014.989150,https://doi.org/10.1177/0269094214544276,https://doi.org/10.1016/j.jrurstud.2017.07.013,https://doi.org/10.1108/IJCHM-12-2015-0717,https://doi.org/10.1080/09654313.2015.1074163,https://doi.org/10.1177/0269094219831951"
9ff8da52-9796-4600-8bfc-b1f2f22b00b6,
38cdf896-7e30-480c-a8ea-8ade1f3113e4,"https://doi.org/10.5871/bacad/9780197266144.003.0010,https://doi.org/10.1017/9781787440654.002,https://doi.org/10.2307/j.ctv19x4mn"
7b5ab914-b25b-456f-be0e-29c7af68b2a8,"http://dx.doi.org/10.1021/acs.jchemed.9b00775,http://dx.doi.org/10.1098/rsta.2014.0207,https://doi.org/10.3316/CAR0301082,https://doi.org/10.7227/RIE.73.1"
524fb451-a8da-4bfe-95d7-176713daf242,"https://doi.org/10.1093/jxb/erh204,https://doi.org/10.1071/FP06203,https://doi.org/10.1093/jxb/erp192,https://doi.org/10.1111/j.1469-8137.2008.02657.x,https://doi.org/10.1016/j.plaphy.2014.08.015"
716cf3c5-cd91-4707-add0-8ffcb2bf77e2,"https://doi.org/10.5456/WPLL.22.2.184,https://doi.org/10.5456/WPLL.22.3.173"
95c1638e-3cc5-4efb-9e3c-f1c64862c2e7,
84dd9f99-be6b-4b8c-aeac-0ec32e7f2c93,"https://doi.org/10.1093/rheumatology/keq251,https://doi.org/10.1038/ng.625,https://doi.org/10.1007/s00296\-018\-4117\-y,https://doi.org/10.1186/s13023\-015\-0341\-7,https://doi.org/10.1155/2015/705831,https://doi.org/10.1093/rheumatology/ker177"
66cf0dd6-b7b5-4c8c-b6d7-46c0d440327b,"https://doi.org/10.1080/02684527.2019.1595466,http://dx.doi.org/10.1017/S0018246X13000423,https://doi.org/10.1080/03086534.2019.1648231,https://doi.org/10.1080/02684527.2020.1740387"
550cc3bd-3e2e-4f52-8dd2-b82c3fc6ddd2,"https://agupubs.onlinelibrary.wiley.com/doi/full/10.1029/2018SW001988,https://www.aanda.org/component/article?access=doi&doi=10.1051/0004-6361/201935801"
4c4ca9f6-4aaa-4a9f-b317-3c6ec89e39e4,
9ae98944-f9b3-48a9-81bd-778d8716860a,"https://doi.org/10.1080/02757206.2012.675817,https://doi.org/10.3917/licla.081.0037,https://doi.org/10.1086/673350"
8683d219-0009-4ef5-94c6-394800b81094,"https://doi.org/10.1080/14788810802696295,https://doi.org/10.1080/03086534.2011.598744,https://doi.org/10.1080/0144039X.2014.944031,https://doi.org/10.1080/0144039X.2017.1341015"
73dbc3bb-1e89-40d3-bb77-8a51e505297e,
b0cc817d-6c01-47db-ac53-ab369de00cb9,
ca73bba6-6f7a-420e-a802-d4ae6e5ae610,
eb97036f-d2c9-426f-b47e-a5d7a5540c02,
dc566dca-0212-4073-8eca-53a4aaf7385c,"https://doi.org/10.1017/9781316442999.020,https://doi.org/10.1080/09670882.2015.1058143,https://doi.org/10.4324/9781315689746,https://doi.org/10.3366/iur.2014.0125,https://doi.org/10.4324/9781315880235,https://doi.org/10.4000/etudesirlandaises.5183"
11ed772d-1c8e-444f-8d78-ef3c8a3f8374,"https://doi.org/10.1080/21670811.2017.1345645,http://dx.doi.org/10.17645/mac.v3i3.277,https://doi.org/10.1177/2053951716686994"
76865506-3810-4118-bdff-d032adedee42,"https://doi.org/10.17885/heiup.ts.23538,https://doi.org/10.4324/9780429261909"
9457bbdf-5f50-4ab6-940c-ad995983f142,"https://doi.org/10.1016/j.elecom.2004.09.019,https://doi.org/10.1016/j.bioelechem.2003.10.028,https://doi.org/10.1039/c4nj01050g"
e684b230-f53d-4bfd-be15-319ba3dfd9b3,"https://doi-org.glos.idm.oclc.org/10.1108/HCS-09-2019-0019,https://doi.org/10.1177/1057567718814891,https://doi-org.glos.idm.oclc.org/10.1016/j.jrurstud.2018.11.002"
dcd83434-243a-4fba-946d-ea6ae7c78a08,https://doi.org/10.1017/9781108908023.009
acee75c2-a004-41d8-b1ab-6539d2fdba59,
0b44de58-6b72-46db-b8f7-a7deedb64dde,"https://doi.org/10.1080/01419870.2017.1312008</ins,https://doi.org/10.1080/01419870.2017.1312008,https://doi.org/10.4324/9781315744636\-54,https://doi.org/10.1080/1070289X.2018.1552440,https://doi.org/10.1007/978\-3\-030\-12633\-9\_2"
82f400e7-a782-4e32-b9c7-65acd98b0d26,"https://doi.org/10.1006/mcpr.2001.0384,https://doi.org/10.1039/B813431F,https://doi.org/10.1093/nar/29.20.e96,https://doi.org/10.1039/B301859H,https://doi.org/10.1021/ja805517q,https://doi.org/10.1073/pnas.1101519108,https://doi.org/10.1021/acsnano.7b01711"
cc8c5369-343d-4238-ad8c-c94d5d6c4bd2,
e719ce9c-79c9-4630-9b0f-7c83f0eb5fd5,https://journals.sagepub.com/doi/abs/10.1177/1354856519896174
51533bcb-1259-4e2d-8b20-7fc97ca3aea4,"https://doi.org/10.20933/100001133,https://doi.org/10.20933/100001113,https://doi.org/10.14236/ewic/EVA2017.72"
bc492faf-c647-49d6-8823-856357ec91c3,"https://doi.org/10.1063/1.1492004,https://doi.org/10.1103/PhysRevLett.91.247405,https://doi.org/10.1364/OL.29.000119,https://doi.org/10.1002/adma.201000921,https://doi.org/10.1063/1.4742899,https://doi.org/10.1103/PhysRevLett.112.033901"
66a299d1-025f-4949-a466-6e30478023ac,
b257ceca-c133-4bb7-9a5c-394f1223ed10,
c79429f4-6681-4bfe-a99c-6ba66dc75e76,http://dx.doi.org/10.1038/s41467-017-00610-8
10ef4159-0909-48d1-9b3f-406c71c85e97,
5c6ed1f9-399e-4a8e-817e-f54ddca594db,
034093db-799d-4994-a26f-ed4391bdce3a,"doing,https://doi.org/10.1057%2F978\-1\-349\-95359\-2"
0d54d8d3-edde-4456-ade6-4b816fa20a4d,https://www.researchgate.net/deref/http%3A%2F%2Fdx.doi.org%2F10.14311%2Fppt.2017.3.234
fd40a4bd-5735-43d8-9976-3dfecb18114c,
dcf316cc-2925-4a1f-9658-64499c339a82,"https://doi.org/10.3390/s20236894,https://doi.org/10.1007/s10729\-004\-7537\-z,https://doi.org/10.1016/j.knosys.2020.105877,https://doi.org/10.1016/j.ymssp.2018.11.015,https://doi.org/10.1007/s13349\-017\-0218\-7"
54a26ffe-7a12-4e66-bb68-a1f2e35ae05e,https://doi.org/10.1017/S0954586707002364
32b3fc45-7b52-453a-9e87-174be984ef7b,https://doi.org/10.1080/02690403.2018.1507120
3cde462c-74cb-44c7-b60b-73ab3139d955,
bfc8c081-b972-485d-a9d3-6eab0cefd6ca,"https://doi\-org.ezproxy.bolton.ac.uk/10.1093/tcbh/hwy025,https://doi\-org.ezproxy.bolton.ac.uk/10.1093/tcbh/hwy025,https://doi.org/10.1080/02614367.2020.1757135"
191e0e4f-9522-4adb-afb2-7b8fdea78164,
b2be1a2b-eaf7-410d-b37f-3ae7cc7922b7,
a1483589-8654-4882-9c20-fd7ea428b399,https://doi.org/10.1016/j.pubrev.2019.05.002
d2ae9358-f1ca-4fdb-9db2-f67e923f0fc2,
cbb82082-5a2c-40be-a26d-059a483573d2,"https://doi.org/10.1111/1754\-0208.12532,https://doi.org/10.4324/9780429424663</ins,https://doi.org/10.4324/9780429424663,https://doi.org/10.3390/h7040100"
9647567e-7bc1-4211-9a4c-91828c57b344,
50651d08-7946-4aac-b25e-523707b728d6,
adc2f565-f3f3-4eed-8374-13a2f1132ec0,"https://doi.org/10.1080/14664208.2018.1495370,https://doi.org/10.1080/13670050.2011.636796%20,https://doi.org/10.1075/lab.15051.gat,https://doi.org/10.3389/fpsyg.2014.00011"
2c7280d1-899c-449b-9667-07c9f58d512a,http://dx.doi.org/10.2139/ssrn.3440510
4847f97b-9913-4ebb-82ec-1cdd8f6ea6ea,
c37837a7-b8e3-4709-a4e3-5b6413e11532,"https://doi.org/10.1093/ageing/afv204,https://doi.org/10.1002/jbmr.2995,https://doi.org/10.1002/jbmr.2882,https://doi.org/10.1016/S0140\-6736\(17\)32640\-5,https://doi.org/10.1007/s00198\-019\-05142\-z,https://doi.org/10.1016/s0140\-6736\(06\)67922\-1,https://doi.org/10.1016/S2213\-8587\(16\)00044\-9"
99bcdcd0-0a31-470a-aa23-9b5853b7dc45,"https://doi.org/10.1080/14459795.2016.1151913,https://doi.org/10.3233/978\-1\-61499\-672\-9\-974"
defb2569-8a65-45e6-8852-b3ef6b857db1,"https://doi.org/10.1177/0265813516675872,http://dx.doi.org/10.17645/up.v5i4.3487"
83bbd8a0-1ea8-48b1-8668-78b5115afe46,"http://dx.doi.org/10.14201/fjc201816115133,https://doi.org/10.1017/9781108561082.009"
adcff1c6-5631-426f-88d9-c53239752e4c,
e5fe80d2-1622-4109-8816-cd4ea9c8996e,"https://doi.org/10.1111/irj.12142,https://doi.org/10.1177/0143831x14568835,https://doi.org/10.1177/0263774x16670665,https://doi.org/10.1177/0143831x14557961"
78814c74-a20a-4998-adbe-27cdeb2d4b0a,
c289709d-00ad-4063-8b47-a82361a5085d,
ce98917b-b941-4243-b358-fb18b25e43e5,https://doi.org/10.1007/s10723-013-9267-2
7b9846d5-68b5-45ff-a961-f46a7040c047,"https://doi.org/10.1007/s12160\-013\-9486\-6,https://doi.org/10.1111/bjhp.12102,https://doi.org/10.1007/s13142\-014\-0290\-z,https://doi.org/10.1007/s12160\-015\-9727\-y,https://doi.org/10.3310/hta19990"
114454de-86b5-44ff-be3c-1dc14ef27c4c,"https://doi.org/10.1021/jm070831g,http://doi.org/10.1021/acs.jmedchem.8b01847,https://doi.org/10.1016/j.bmcl.2016.05.039,https://doi.org/10.1016/j.ejmech.2017.05.039,https://doi.org/10.1093/jac/dkx326,https://doi.org/10.1101/2020.12.31.424950"
981f2299-3638-409a-8a9f-e80395b6da90,"https://doi.org/10.1021/jm070831g,https://doi.org/10.1093/jac/dkx326,https://doi.org/10.3390/ecmc\-3\-04651,https://doi.org/10.1101/2020.12.31.424950"
45f72870-cc98-4631-876e-56688e26c7b2,"https://www.researchgate.net/deref/http%3A%2F%2Fdx.doi.org%2F10.7146%2Fpolitik.v16i4.27559,https://doi.org/10.1007/s43253\-020\-00017\-0"
78e8f6d9-d52a-470e-9f81-11f93d7343b8,
9cbe7ae6-f59b-4b04-bdd7-a9afaee10f93,"https://www.ahajournals.org/doi/abs/10.1161/01.cir.0000029801.86489.50,https://www.nejm.org/doi/full/10.1056/NEJMoa1409077,https://dx.doi.org/10.1093%2Feurheartj%2Fehv330,https://doi.org/10.1161/CIRCHEARTFAILURE.115.002560,https://doi.org/10.1002/ejhf.1139"
26ddef5e-a2e5-4457-a8ef-780dbcde1e5a,"https://doi.org/10.1039/B007452G,https://doi.org/10.1039/B207833C,https://doi.org/10.1016/j.biomaterials.2006.05.039,https://doi.org/10.1007/s10856\-005\-6988\-1,https://doi.org/10.1021/la304244s,https://doi.org/10.1016/j.msec.2017.05.142"
22e8995b-b07f-4118-af45-3373d67b2ada,"https://doi.org/10.1038/nature03344,https://doi.org/10.1177/0748730411409719,https://doi.org/10.1098/rspb.2012.2987,https://doi.org/10.1016/j.tins.2013.10.004"
407180c5-2c92-4c3b-9a4b-63b0eaefd871,"https://physoc.onlinelibrary.wiley.com/doi/abs/10.1113/jphysiol.2010.199877,https://dx.doi.org/10.1371%2Fjournal.pone.0053583,https://onlinelibrary.wiley.com/doi/full/10.1111/jpi.12655"
6ee45471-fb24-4d7d-a678-779fa2b16760,https://doi.org/10.1093/llc/15.1.5
9a2b1fdb-ca64-4a59-8e16-949f1a4e8704,
94926fc6-279c-4956-aad2-c5081bb564f4,"http://dx.doi.org/10.1016/j.childyouth.2016.06.010,http://dx.doi.org/10.1007/s00787-020-01553-0,https://doi.org/10.1093/bjsw/bcx097,http://dx.doi.org/10.1177/0308575920920390"
387247a9-632a-4eb5-8f10-0d70f5761d2f,"https://doi.org/10.1080/13574809.2016.1234337,https://doi.org/10.1080/13574809.2016.1234338,https://doi.org/10.1080/17549175.2017.1341425,https://doi.org/10.1080/13574809.2018.1533373,https://doi.org/10.1080/02665433.2016.1278398,https://doi.org/10.1080/02665433.2017.1286609"
4e78f46e-f6c2-4af9-be71-96787c7115be,"https://doi.org/10.1016/S0168\-3659\(00\)00231\-5,https://doi.org/10.1002/\(SICI\)1520\-6017\(200005\)89:5%3C563::AID\-JPS1%3E3.0.CO;2\-Q,https://doi.org/10.1002/jps.1149,https://doi.org/10.1002/jps.20771,https://doi.org/10.1021/bm050620y,https://doi.org/10.1016/j.colsurfb.2016.03.008"
d0bea122-b0d4-419d-b751-27f1368fb314,"http://dx.doi.org/10.5525/gla.researchdata.819,http://doi.org/10.1016/S1470-2045(18)30093-7,http://doi.org/10.1038/s41416-018-0319-z,http://doi.org/10.1056/NEJMoa1713709"
1fe83a6f-2e49-44e3-b7bf-0a823b32c267,"http://dx.doi.org/10.1038/s41586-020-2405-7,https://doi.org/10.25561/77731,https://doi.org/10.1101/2020.05.05.20089359,https://doi.org/10.1098/rsif.2020.0596,https://doi.org/10.25561/78872,https://doi.org/10.1038/s41467-020-19652-6,https://doi.org/10.25561/79231,https://doi.org/10.1101/2020.11.24.20236661,https://doi.org/10.5281/zenodo.4400238"
bd1ae131-2066-4d0e-bb5c-10da8da9accc,http://dx.doi.org/10.1108/AMHID-05-2014-0015
513c2e7f-d3e2-4c1c-aa8d-d464be831a36,"https://doi.org/10.1002/pen.20657,https://doi.org/10.1007/s11095\-010\-0273\-9,https://doi.org/10.1080/03639045.2017.1386200,https://doi.org/10.1021/acs.cgd.7b01733,https://doi.org/10.1016/j.cherd.2020.05.017"
8a33d50d-b4a7-4cae-8e08-9858822e608a,https://doi.org/10.1080%2F00420980601131878
d5fbd9e2-c053-426f-949f-fa1ceac5fabb,"https://doi.org/10.1037/a0017815,https://doi.org/10.1080/13669877.2018.1517127,https://doi.org/10.3390/systems3040211,https://doi.org/10.1016/j.bbr.2020.112474,https://doi.org/10.1080/13669877.2020.1778771,https://doi.org/10.1080/13669877.2020.1756381"
e2f1d6f4-5979-4faa-82c5-7d4ae8b418f9,"https://doi.org/10.1201/9780203883440,https://doi.org/10.2478/s13531-012-0018-0,https://doi.org/10.1016/j.conbuildmat.2016.05.013,https://doi.org/10.1016/j.conbuildmat.2017.12.013"
176d8575-398b-4ae2-8bdf-ac0e12c79021,"https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.13660,http://dx.doi.org/10.1111/1755\-0998.12899,https://onlinelibrary.wiley.com/doi/full/10.1002/edn3.24,https://onlinelibrary.wiley.com/doi/full/10.1002/edn3.5,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365\-2664.13352,https://doi.org/10.3897/mbmg.4.56959"
24a378d5-cd2e-44e9-aa5b-5a6364b2056e,"https://doi.org/10.1038/sj.bjc.6605605,https://doi.org/10.1038/sj.bjc.6600913,https://doi.org/10.1016/S1470-2045(13)70086-X,https://doi.org/10.1016/j.clon.2014.08.001"
5cf0eeff-f082-4b17-b7d9-d74e317f5cd6,"http://dx.doi.org/10.1136/bjo.87.9.1146,https://doi.org/10.1016/j.visres.2008.04.023,https://doi.org/10.1068/p7506h,https://doi.org/10.1111/j.1755\-3768.2011.02313.x,https://doi.org/10.1016/j.jaapos.2013.11.008,https://doi.org/10.1016/j.jaapos.2013.11.008%20%20,https://doi.org/10.1016/j.jaapos.2014.08.009"
91ef06b4-80ba-4ac2-833d-8375f53911f8,"https://doi.org/10.3945/ajcn.111.017921,https://doi.org/10.3389/fnut.2020.602515,https://doi.org/10.1002/mnfr.202000517,https://doi.org/10.1093/jn/nxz138,https://doi.org/10.1017/s136898002000097x"
6f279a0d-d2f4-49c7-83f1-3c245f25efdc,"https://doi.org/10.1136/bmj.38519.678148.8F,https://doi.org/10.1192/bjb.2018.19,https://doi.org/10.1186/s12888-016-1139-4,https://doi.org/10.1192/bjp.2019.21,https://doi.org/10.1016/S0140-6736(18)31470-3,https://doi.org/10.1016/S0140-6736(18)31470-3)2"
67fc5803-a446-4f9a-802a-01c4bd11d3ec,https://doi.org/10.37016/mr\-2020\-47
00012743-f42d-4f84-85cb-50340db92428,
5e249374-aade-4127-b5bc-4e5ea8996dea,"https://doi.org/10.1016/j.jhin.2018.08.006,https://doi.org/10.2807/1560\-7917.ES2015.20.8.21045,https://doi.org/10.1016/j.jhin.2018.03.038,https://doi.org/10.1016/S1473\-3099\(17\)30479\-6"
c825b2b8-6bf2-4a8e-b598-aeb1c127ac75,"https://doi.org/10.1093/eurheartj/eht439,https://doi.org/10.1186/s12874-017-0336-2,https://doi.org/10.1002/sim.4371,https://doi.org/10.1161/CIRCULATIONAHA.117.030437"
a210df71-70c3-4a6e-93b4-4320437e3ece,"https://dx.doi.org/10.3390/su11071890,https://eur01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdoi.org%2F10.1080%2F13504622.2019.1677859&data=02%7C01%7Cjudy.durrant%40canterbury.ac.uk%7Cf722f12259f8458d4ac508d7f02fc548%7C0320b2da22dd4dab8c216e644ba14f13%7C0%7C0%7C637241960566894173&sdata=nfikKYdrWsaKF08l0YKmCANytbKFUmXgIjJqTVk5EYg%3D&reserved=0,http://dx.doi.org/10.13128/formare\-23712"
607d5cd6-8b98-4f72-a12d-b8d127714ad9,"https://doi.org/10.1016/j.future.2008.02.008,https://doi.org/10.1016/j.future.2018.06.006,https://doi.org/10.1109/TII.2018.2849558)<ins>,</ins,https://doi.org/10.1109/WSC.2015.7408373,https://doi.org/10.1016/j.future.2017.09.050,https://doi.org/10.1007/s10723-020-09524-0"
663920cc-a146-4053-88af-9e3f753352b0,"https://doi.org/10.1016/j.jchromb.2010.10.009,http://doi.org/10.4172/1948\-593X.1000058,http://doi.org/10.1016/j.jpba.2013.04.002,http://doi.org/10.1016/j.jpba.2017.04.045,http://doi.org/10.5920/bjpharm.627"
d87b067b-405a-4de2-9628-43c634c31070,
99501bc0-8a9e-49e6-bdbb-ccceb9370f38,"https://doi.org/10.1023/A:1010930216679,https://doi.org/10.1057/palgrave.jors.2601815,https://doi.org/10.1016/j.ejor.2009.05.046,https://doi.org/10.1016/j.ejor.2015.05.031"
ab0b8736-a30c-4aa6-82d9-82a7acb58648,"https://doi.org/10.1121/1.1635837,https://doi.org/10.1121/1.4904528,https://doi.org/10.1121/1.1652610,https://doi.org/10.4103/1463\-1741.113525,https://doi.org/10.1080/01411920600635494,https://doi.org/10.1121/1.5087126,https://doi.org/10.1121/1.2812596,https://doi.org/10.1121/1.3613932"
2265b62b-b772-497c-845a-9dc881333c10,https://doi.org/10.1007/s40139-016-0119-1
acf48714-b559-41b4-9567-6c7ee6eac503,"https://doi.org/10.1111/j.1467\-9868.2004.02050.x,https://doi.org/10.1002/env.2190,https://doi.org/10.1016/j.spasta.2018.04.007,https://doi.org/10.1111/j.1753\-318X.2010.01081.x,https://doi.org/10.1111/j.1740\-9713.2018.01209.x,https://doi.org/10.1016/j.oceaneng.2013.02.003"
c9acc693-9f69-4953-aba3-80fb8840efe1,"http://dx.doi.org/10.1016/j.ecoinf.2018.03.003,https://doi.org/10.1109/CBMS.2019.00036,https://doi.org/10.1111/coin.12427"
